Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Cluster,Silhouette
R100,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,68,Medium,U348,Gluten-Free,1,Feedback 100,2024-06-02,Spring,Dinner,1,612,,14.4,372,No,0,0.35379070040571414
R101,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,70,Easy,U532,Vegan,5,Feedback 101,2024-12-24,Summer,Lunch,6,509,Soy,17.49,291,No,2,0.34074376302832965
R102,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,28,Hard,U368,Vegetarian,3,Feedback 102,2024-09-07,Summer,Dinner,5,785,Dairy,19.77,291,Yes,4,0.2372210856985892
R103,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,73,Medium,U722,None,3,Feedback 103,2024-09-10,Spring,Party,1,266,,19.31,372,Yes,3,0.23870115721574384
R104,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,18,Easy,U784,None,5,Feedback 104,2024-05-03,Fall,Lunch,2,595,Gluten,18.69,392,Yes,1,0.2440632302589393
R105,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U972,Vegan,3,Feedback 105,2024-09-07,Winter,Dinner,5,742,Soy,13.32,361,Yes,2,0.31360292065138823
R106,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,38,Easy,U108,None,4,Feedback 106,2024-10-01,Fall,Party,6,705,Gluten,8.7,136,Yes,1,0.27205562145490136
R107,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U520,None,5,Feedback 107,2024-12-04,Spring,Casual,3,713,,15.45,277,No,3,0.31288465433338764
R108,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U767,None,4,Feedback 108,2024-05-21,Summer,Dinner,4,296,Gluten,5.51,216,No,1,0.24250633404275498
R109,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U573,None,3,Feedback 109,2024-09-01,Fall,Casual,2,550,Gluten,17.19,63,No,1,0.23840280220788834
R110,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U834,None,1,Feedback 110,2024-03-25,Fall,Dinner,5,777,,17.14,211,No,3,0.23150379682168612
R111,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U898,Vegetarian,1,Feedback 111,2024-06-27,Fall,Casual,3,492,Dairy,9.08,326,No,4,0.3749490457807643
R112,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U596,Gluten-Free,5,Feedback 112,2024-10-17,Summer,Lunch,4,276,,7.5,334,No,0,0.25488993985494274
R113,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U888,None,5,Feedback 113,2024-05-10,Winter,Dinner,1,390,Gluten,10.18,109,No,1,0.2673451155700122
R114,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U613,Gluten-Free,5,Feedback 114,2024-11-27,Summer,Lunch,1,340,,5.4,487,No,0,0.22199795218832863
R115,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,70,Hard,U422,Vegetarian,5,Feedback 115,2024-07-08,Spring,Casual,6,771,Dairy,11.8,230,No,4,0.31394167185825356
R116,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,61,Medium,U261,None,2,Feedback 116,2024-01-05,Spring,Lunch,5,315,,19.0,253,Yes,3,0.28186197685017134
R117,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U135,Vegetarian,2,Feedback 117,2024-01-18,Fall,Lunch,4,551,Dairy,12.2,429,No,4,0.3153762835610274
R118,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U647,Vegan,5,Feedback 118,2024-12-24,Summer,Lunch,5,537,Soy,14.15,437,No,2,0.3041136724211982
R119,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,42,Medium,U664,Gluten-Free,4,Feedback 119,2024-03-13,Summer,Dinner,1,378,,12.32,233,No,0,0.3711270316073946
R120,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U465,Vegetarian,2,Feedback 120,2024-06-24,Summer,Casual,1,782,Dairy,11.36,459,No,4,0.2703791511722304
R121,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U939,Vegan,5,Feedback 121,2024-12-19,Spring,Lunch,6,359,Soy,7.79,485,Yes,2,0.26833081030049455
R122,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U141,None,1,Feedback 122,2024-11-13,Spring,Casual,3,406,,13.91,331,Yes,3,0.31739395351435445
R123,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U946,None,3,Feedback 123,2024-07-12,Spring,Casual,4,332,Gluten,5.95,100,Yes,1,0.20637502533093988
R124,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,80,Easy,U187,Vegan,4,Feedback 124,2024-03-09,Summer,Party,4,587,Soy,10.01,82,Yes,2,0.26809424640565677
R125,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,37,Easy,U433,None,5,Feedback 125,2024-07-27,Winter,Dinner,3,745,Gluten,15.9,55,No,1,0.2322749713182514
R126,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,66,Easy,U592,Vegan,4,Feedback 126,2024-10-11,Fall,Casual,2,764,Soy,11.18,205,Yes,2,0.29682421407186355
R127,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,56,Hard,U409,Vegetarian,1,Feedback 127,2024-01-16,Winter,Lunch,1,728,Dairy,12.16,149,Yes,4,0.3279321482758643
R128,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,86,Easy,U113,Vegan,3,Feedback 128,2024-03-03,Fall,Dinner,3,456,Soy,11.03,165,No,2,0.29684644073283345
R129,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,39,Medium,U410,None,3,Feedback 129,2024-03-22,Summer,Party,3,695,,8.75,61,Yes,3,0.25229801368132027
R130,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U811,Vegetarian,5,Feedback 130,2024-02-06,Winter,Party,1,767,Dairy,8.64,72,Yes,4,0.2601757642800023
R131,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,22,Hard,U727,Vegetarian,1,Feedback 131,2024-08-31,Spring,Party,1,339,Dairy,9.44,118,No,4,0.26879785909552595
R132,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U251,None,2,Feedback 132,2024-03-13,Summer,Lunch,3,724,Gluten,17.42,438,No,1,0.2508369103886217
R133,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,52,Easy,U335,None,5,Feedback 133,2024-01-25,Spring,Lunch,1,427,Gluten,12.23,484,No,1,0.2992112561864052
R134,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,67,Medium,U377,None,2,Feedback 134,2024-07-13,Summer,Lunch,6,676,,19.16,118,No,3,0.2469042715152989
R135,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,71,Medium,U207,Gluten-Free,2,Feedback 135,2024-10-05,Winter,Lunch,6,390,,14.37,51,Yes,0,0.27251413582374334
R136,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,46,Easy,U700,None,2,Feedback 136,2024-10-07,Winter,Party,4,302,Gluten,9.55,434,Yes,1,0.28517028006652645
R137,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,32,Easy,U400,Vegan,3,Feedback 137,2024-09-27,Winter,Lunch,1,532,Soy,13.61,94,No,2,0.3088048540205536
R138,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,60,Medium,U617,Gluten-Free,3,Feedback 138,2024-12-04,Fall,Lunch,1,209,,7.67,357,No,0,0.2740694098034154
R139,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,45,Easy,U704,Vegan,4,Feedback 139,2024-07-23,Fall,Dinner,2,589,Soy,5.21,115,No,2,0.2585917040726319
R140,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U130,None,5,Feedback 140,2024-08-04,Fall,Casual,4,561,,11.76,335,Yes,3,0.34402498825852623
R141,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,66,Hard,U566,Vegetarian,4,Feedback 141,2024-07-31,Spring,Dinner,5,200,Dairy,14.24,302,No,4,0.2945800184115743
R142,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U462,None,3,Feedback 142,2024-05-06,Winter,Casual,6,217,Gluten,17.7,227,No,1,0.25603329019780824
R143,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U479,Gluten-Free,3,Feedback 143,2024-01-19,Spring,Casual,2,579,,12.91,401,Yes,0,0.35447457745071065
R144,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,32,Easy,U402,None,5,Feedback 144,2024-07-31,Summer,Casual,6,402,Gluten,12.01,137,No,1,0.3138231059371162
R145,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,47,Medium,U655,None,2,Feedback 145,2024-09-20,Winter,Party,1,354,,11.86,65,No,3,0.28770533525542547
R146,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,15,Easy,U105,Vegan,4,Feedback 146,2024-06-11,Summer,Dinner,3,226,Soy,19.89,57,Yes,2,0.18518465823233193
R147,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,83,Medium,U288,None,1,Feedback 147,2024-02-17,Winter,Party,3,551,,6.54,492,Yes,3,0.22029124093753663
R148,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,49,Hard,U692,Vegetarian,3,Feedback 148,2024-04-04,Summer,Dinner,3,501,Dairy,7.25,171,Yes,4,0.33622585138257255
R149,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,52,Medium,U781,Gluten-Free,2,Feedback 149,2024-08-25,Winter,Casual,6,364,,19.9,261,Yes,0,0.291329973047181
R150,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,59,Easy,U258,None,4,Feedback 150,2024-04-05,Summer,Party,3,429,Gluten,15.99,193,No,1,0.3417809574748088
R151,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,34,Easy,U464,Vegan,1,Feedback 151,2024-01-09,Summer,Casual,2,512,Soy,7.9,453,No,2,0.2859198330789784
R152,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U464,None,5,Feedback 152,2024-08-23,Winter,Dinner,5,733,Gluten,11.72,139,No,1,0.23421330158634082
R153,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,66,Hard,U908,Vegetarian,5,Feedback 153,2024-10-29,Winter,Lunch,1,352,Dairy,13.13,300,No,4,0.36478753308159634
R154,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,62,Easy,U466,Vegan,3,Feedback 154,2024-06-21,Summer,Casual,2,760,Soy,17.52,270,No,2,0.2886937757694118
R155,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U524,Vegetarian,3,Feedback 155,2024-06-19,Fall,Party,2,670,Dairy,14.37,232,Yes,4,0.36156801804758876
R156,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,33,Hard,U121,Vegetarian,2,Feedback 156,2024-04-03,Summer,Dinner,3,389,Dairy,18.7,421,No,4,0.27015326496396697
R157,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U156,Vegetarian,4,Feedback 157,2024-08-29,Fall,Party,3,282,Dairy,18.58,439,Yes,4,0.2501641878807733
R158,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U968,Gluten-Free,1,Feedback 158,2024-07-31,Summer,Party,5,533,,17.44,270,Yes,0,0.31802564566993985
R159,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,90,Medium,U305,Gluten-Free,4,Feedback 159,2024-11-02,Winter,Party,1,214,,18.43,420,No,0,0.20554532940050002
R160,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,19,Medium,U222,None,3,Feedback 160,2024-04-14,Spring,Dinner,3,769,,18.43,61,No,3,0.19119994458821304
R161,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,90,Easy,U738,Vegan,1,Feedback 161,2024-07-29,Fall,Lunch,1,254,Soy,15.86,343,No,2,0.25070895378063457
R162,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,29,Medium,U757,Gluten-Free,5,Feedback 162,2024-12-27,Winter,Dinner,4,215,,10.99,416,Yes,0,0.26402248712817267
R163,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,54,Easy,U590,None,2,Feedback 163,2024-10-13,Spring,Casual,2,238,Gluten,13.42,148,No,1,0.2878937282513299
R164,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,21,Easy,U304,None,2,Feedback 164,2024-09-28,Spring,Lunch,4,682,Gluten,14.24,474,No,1,0.24131598740374147
R165,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,33,Easy,U299,None,1,Feedback 165,2024-11-21,Spring,Party,6,445,Gluten,17.85,185,Yes,1,0.3010917421194281
R166,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U803,Vegan,4,Feedback 166,2024-05-18,Winter,Party,3,568,Soy,8.88,170,No,2,0.2728095435134181
R167,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,52,Medium,U267,Gluten-Free,5,Feedback 167,2024-04-06,Summer,Dinner,1,430,,8.29,62,Yes,0,0.2847506501608761
R168,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,41,Easy,U464,None,5,Feedback 168,2024-04-03,Winter,Casual,1,313,Gluten,14.8,232,Yes,1,0.3296825315705732
R169,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,32,Medium,U910,Gluten-Free,3,Feedback 169,2024-01-23,Summer,Casual,2,667,,19.52,284,Yes,0,0.278286160347661
R170,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U549,Gluten-Free,5,Feedback 170,2024-11-08,Spring,Dinner,1,308,,14.2,436,No,0,0.30407065542832284
R171,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,71,Easy,U178,None,1,Feedback 171,2024-07-12,Spring,Party,3,513,Gluten,9.34,426,Yes,1,0.30231843054686014
R172,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,54,Medium,U303,Gluten-Free,1,Feedback 172,2024-09-10,Spring,Casual,5,758,,7.94,457,No,0,0.2684687011975698
R173,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,19,Easy,U672,None,4,Feedback 173,2024-01-18,Fall,Lunch,6,206,Gluten,7.57,486,Yes,1,0.1894838899084424
R174,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,65,Easy,U150,None,3,Feedback 174,2024-01-08,Winter,Lunch,6,663,Gluten,9.58,202,Yes,1,0.314280597316353
R175,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U353,Gluten-Free,3,Feedback 175,2024-06-18,Fall,Dinner,3,491,,11.16,71,Yes,0,0.26009939252388004
R176,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U700,Gluten-Free,1,Feedback 176,2024-01-14,Summer,Casual,6,421,,13.74,399,No,0,0.3262352234385206
R177,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,42,Hard,U702,Vegetarian,1,Feedback 177,2024-09-19,Fall,Party,1,509,Dairy,14.28,226,Yes,4,0.3887305429941543
R178,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,55,Medium,U395,Gluten-Free,2,Feedback 178,2024-11-30,Fall,Party,1,359,,18.38,280,Yes,0,0.319266889800177
R179,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,75,Medium,U904,None,1,Feedback 179,2024-08-18,Winter,Casual,1,368,,6.57,169,No,3,0.2655076727124022
R180,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,53,Medium,U474,None,2,Feedback 180,2024-06-30,Spring,Casual,6,368,,6.06,296,Yes,3,0.30165380328355007
R181,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,51,Hard,U204,Vegetarian,2,Feedback 181,2024-08-23,Spring,Party,4,354,Dairy,16.92,201,Yes,4,0.34060477561280705
R182,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,22,Medium,U625,Gluten-Free,3,Feedback 182,2024-04-06,Summer,Lunch,6,222,,17.54,322,Yes,0,0.24475174805583202
R183,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,82,Easy,U452,None,4,Feedback 183,2024-11-20,Spring,Casual,2,461,Gluten,12.76,269,No,1,0.3227537577853587
R184,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,42,Easy,U892,None,2,Feedback 184,2024-08-28,Fall,Casual,1,310,Gluten,7.03,483,No,1,0.2387008369198481
R185,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,75,Easy,U710,Vegan,1,Feedback 185,2024-12-17,Fall,Dinner,2,799,Soy,19.39,481,Yes,2,0.20396652838440255
R186,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U336,Gluten-Free,1,Feedback 186,2024-09-04,Fall,Dinner,1,327,,12.04,281,Yes,0,0.35462844992084863
R187,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,24,Easy,U476,Vegan,3,Feedback 187,2024-03-06,Winter,Dinner,2,692,Soy,11.42,158,Yes,2,0.28255985142387
R188,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U103,None,5,Feedback 188,2024-04-04,Spring,Lunch,2,672,Gluten,16.66,487,Yes,1,0.22924320336537757
R189,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,85,Easy,U157,None,3,Feedback 189,2024-11-12,Winter,Lunch,5,575,Gluten,10.25,306,Yes,1,0.2986018715257646
R190,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U979,Gluten-Free,4,Feedback 190,2024-10-29,Fall,Party,1,577,,6.04,296,No,0,0.3182682247339922
R191,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U773,Vegan,2,Feedback 191,2024-03-10,Winter,Casual,1,278,Soy,13.2,367,Yes,2,0.27901984833570054
R192,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,59,Easy,U265,None,1,Feedback 192,2024-03-07,Spring,Casual,3,542,Gluten,9.77,225,Yes,1,0.3560279051108695
R193,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,22,Medium,U134,None,3,Feedback 193,2024-09-08,Spring,Dinner,2,258,,16.06,335,No,3,0.26224158225438626
R194,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,34,Easy,U134,None,1,Feedback 194,2024-12-02,Fall,Party,5,735,Gluten,6.12,61,Yes,1,0.20754149884504455
